Id,Make,Model,Year,Kilometers,Regional Specs,Transmission,Body Type,Engine Type,Cylinders,Fuel Type,Interior Color,Exterior Color,Seating Capacity,No of Doors,Primary Damage,Secondary Damage,Auction Date,Start Price,Final Price,Bid Difference,Bid Difference Percentage,Participation Count,Source,Age,Min_Predicted_Price,Max_Predicted_Price,Predicted Price,Min_Final_Price_Predicted_Ratio,Max_Final_Price_Predicted_Ratio,Final Price Predicted Ratio
665ebe5db2ea4ecdeda24be3,Nissan,Kicks,2021,58299.0,American Specs,Automatic Transmission,Suv,1.6L,4,Petrol,Black,Blue,,,Left Side,Minor Dent/Scratches,2024-06-18,25500,27500,2000,7.84,4,Marhaba Auctions,3,41820.23828125,46374.4140625,44097.326171875,0.5929994061582652,0.6575763584859715,0.6236205771936197
665ec224b2ea4ecdeda26676,Hyundai,Sonata,2019,34136.0,American Specs,Automatic Transmission,Sedan,2.4L,4,Petrol,Beige,White,,,Front End,Minor Dent/Scratches,2024-06-18,19000,20500,1500,7.89,2,Marhaba Auctions,5,38073.88671875,41892.25,39983.068359375,0.4893506555508477,0.5384267740100329,0.512717028511727
66605005e05e424808ab98ba,Hyundai,Sonata,2021,60768.0,American Specs,Automatic Transmission,Sedan,2.5L,4,Petrol,Black,Gray,,,Front End,Side,2024-06-18,26500,33000,6500,24.53,3,Marhaba Auctions,3,52082.265625,57526.5234375,54804.39453125,0.5736484325504744,0.6336129890662758,0.6021414939851781
6661b4146c9ffd19b5f5e962,Nissan,Rogue,2016,84945.0,American Specs,Automatic Transmission,Suv,2.5L,4,Petrol,Cream,White,,,Front End,Minor Dent/Scratches,2024-06-18,20000,25000,5000,25.0,2,Marhaba Auctions,8,26198.279296875,26622.494140625,26410.38671875,0.9390555170355308,0.9542611450432955,0.9465972712262976
66645f5847f2f821419d40d7,Chevrolet,Malibu,2017,185326.0,American Specs,Automatic Transmission,Sedan,1.5L,4,Petrol,Black,Silver,,,Rear End,Minor Dent/Scratches,2024-06-18,13500,16500,3000,22.22,3,Marhaba Auctions,7,19685.076171875,27048.083984375,23366.580078125,0.6100247252090624,0.8381984329618358,0.7061367108422828
6665518625d76200700031cc,Hyundai,Sonata,2013,188939.0,American Specs,Automatic Transmission,Sedan,2.4L,4,Petrol,Beige,Silver,,,Front End,Rear End,2024-06-18,8000,11000,3000,37.5,2,Marhaba Auctions,11,15702.8271484375,19262.884765625,17482.85595703125,0.5710463481373111,0.700510799489667,0.6291878184568593
66656b1f25d7620070013375,Kia,Optima,2018,119672.0,American Specs,Automatic Transmission,Sedan,2.4L,4,Petrol,Black,Blue,,,Front End,Minor Dent,2024-06-18,18500,20000,1500,8.11,3,Marhaba Auctions,6,31252.068359375,42781.28125,37016.6748046875,0.46749418006268806,0.639957642803517,0.5402970446569489
666966edec1b3def7d8c90fb,Mercedes Benz,C300,2011,167164.0,American Specs,Automatic Transmission,Sedan,3.0L,6,Petrol,Black,Gray,,,Front End,Minor Dent/Scratches,2024-06-18,8500,10000,1500,17.65,2,Marhaba Auctions,13,,,,,,
666967f0ec1b3def7d8c9d02,Nissan,Pathfinder,2013,206554.0,American Specs,Automatic Transmission,Suv,3.5L,6,Petrol,Beige,White,,,Front End,Minor Dent/Scratches,2024-06-18,8500,9000,500,5.88,2,Marhaba Auctions,11,20751.259765625,32965.9375,26858.5986328125,0.27300907186395046,0.43370860861704086,0.3350882197183928
6669695eec1b3def7d8cacc9,Nissan,Versa,2020,62702.0,American Specs,Automatic Transmission,Sedan,1.6L,4,Petrol,Black,Gray,,,Left Front,Minor Dent/Scratches,2024-06-18,16500,17500,1000,6.06,2,Marhaba Auctions,4,28758.33984375,28758.33984375,28758.33984375,0.6085191320180898,0.6085191320180898,0.6085191320180898
66696a89ec1b3def7d8cb62f,Nissan,Kicks,2018,99474.0,American Specs,Automatic Transmission,Suv,1.6L,4,Petrol,Black,Gray,,,Front End,Minor Dent/Scratches,2024-06-18,19500,22000,2500,12.82,2,Marhaba Auctions,6,24241.744140625,28278.603515625,26260.173828125,0.7779733531694437,0.9075254599000481,0.8377705396769958
663b71a3b360480266a514ef,Chevrolet,Impala,2019,108561.0,American Specs,Automatic Transmission,Sedan,2.5L,4,Petrol,Black,White,,,Front End,Minor Dent/Scratches,2024-06-18,13500,17000,3500,25.93,8,Marhaba Auctions,5,34909.51953125,49663.015625,42286.267578125,0.34230704249546867,0.486973187493517,0.4020217667258537
66420a42ab8d16844af42436,Nissan,Versa,2021,186818.0,American Specs,Automatic Transmission,Sedan,1.6L,4,Petrol,Black,White,,,Front End,Minor Dent/Scratches,2024-06-18,13500,17000,3500,25.93,8,Marhaba Auctions,3,31118.83203125,31118.83203125,31118.83203125,0.5462929965664631,0.5462929965664631,0.5462929965664631
6645e13783bb8f74d89d359e,Honda,Accord,2016,119491.0,American Specs,Automatic Transmission,Sedan,2.4L,4,Petrol,Beige,White,,,Front End,Minor Dent/Scratches,2024-06-18,15500,22500,7000,45.16,10,Marhaba Auctions,8,27622.24609375,34833.85546875,31228.05078125,0.6459233322646442,0.8145608406946677,0.7205060654477189
6645f81683bb8f74d89e1917,Volkswagen,Jetta,2019,81679.0,American Specs,Automatic Transmission,Sedan,1.4L,4,Petrol,Black,Gray,,,Rear End,Minor Dent/Scratches,2024-06-18,18500,19000,500,2.7,8,Marhaba Auctions,5,30345.8515625,37214.73046875,33780.291015625,0.5105505202020664,0.6261152355822936,0.5624581502631695
665306a2c0f2de2f0852d66e,Chevrolet,Impala,2017,145954.0,American Specs,Automatic Transmission,Sedan,2.5L,4,Petrol,Black,Black,,,Front End,Minor Dent/Scratches,2024-06-18,13500,14000,500,3.7,6,Marhaba Auctions,7,22399.330078125,31722.671875,27061.0009765625,0.44132474260571725,0.6250186925756447,0.5173496727680319
6655ec946c3905b49817d828,Toyota,Rav4,2016,135814.0,American Specs,Automatic Transmission,Suv,2.5L,4,Petrol,Black,Gray,,,Front End,Minor Dent/Scratches,2024-06-18,20500,26000,5500,26.83,6,Marhaba Auctions,8,,,,,,
6656eeaead92e543e4818815,Kia,Sportage,2020,47553.0,American Specs,Automatic Transmission,Suv,2.4L,4,Petrol,Black,Black,,,Front End,Minor Dent/Scratches,2024-06-18,24500,26500,2000,8.16,5,Marhaba Auctions,4,42469.37109375,50547.9765625,46508.673828125,0.5242544173303179,0.6239791011150592,0.5697861886565934
6656f0dd2991c58ac3ad6579,Volkswagen,Jetta,2019,29649.0,American Specs,Automatic Transmission,Sedan,1.4L,4,Petrol,Black,Gray,,,FRONT & REAR,Minor Dent/Scratches,2024-06-18,18500,22000,3500,18.92,5,Marhaba Auctions,5,32793.265625,39189.75,35991.5078125,0.5613712769282785,0.6708694477572329,0.611255302628897
6656fa632991c58ac3adc6c8,Kia,Cadenza,2014,154062.0,American Specs,Automatic Transmission,Sedan,3.3L,6,Petrol,Black,Silver,,,Left Front,Minor Scratches,2024-06-18,10500,11000,500,4.76,6,Marhaba Auctions,10,22898.912109375,24285.12890625,23592.0205078125,0.4529520943645907,0.4803721656059159,0.4662593437623263
66576a652991c58ac3b47c25,Kia,Sportage,2020,54038.0,American Specs,Automatic Transmission,Suv,2.4L,4,Petrol,Beige,Gray,,,Minor Dent/Scratches,Minor Scratches,2024-06-18,24500,27500,3000,12.24,4,Marhaba Auctions,4,42369.08984375,50724.6640625,46546.876953125,0.5421425751803125,0.6490580775139453,0.5908022578548902
66589bbc84808b250cacbaff,Nissan,Quest,2012,180580.0,American Specs,Automatic Transmission,Van,3.5L,6,Petrol,Beige,Silver,,,Front End,Minor Dent/Scratches,2024-06-18,8500,10500,2000,23.53,5,Marhaba Auctions,12,17410.759765625,21724.42578125,19567.5927734375,0.4833269291316496,0.6030753477358705,0.5366015187240343
665a204ff46ae3c456f36501,Kia,Sorento,2018,129242.0,American Specs,Automatic Transmission,Suv,3.3L,6,Petrol,Black,Gray,,,Front End,Side,2024-06-18,22500,26000,3500,15.56,4,Marhaba Auctions,6,38889.7578125,52570.375,45730.06640625,0.4945751290531977,0.6685564905123437,0.5685537337519925
665df4ee0c1abf81527cb331,Lexus,Rx 350,2007,195217.0,American Specs,Automatic Transmission,Suv,3.5L,6,Petrol,Beige,Silver,,,Minor Dent/Scratches,Minor Scratches,2024-06-18,11500,13000,1500,13.04,5,Marhaba Auctions,17,,,,,,
665ed4a4b2ea4ecdeda37813,Hyundai,Accent,2014,130822.0,American Specs,Automatic Transmission,Sedan,1.6L,4,Petrol,Beige,Blue,,,Right rear,Right Front,2024-06-18,6500,9500,3000,46.15,4,Marhaba Auctions,10,12652.37109375,13630.8388671875,13141.60498046875,0.6969490353868565,0.7508474047755994,0.722894959490796
665f307fb2ea4ecdeda8b12b,Nissan,Rogue,2020,108996.0,American Specs,Automatic Transmission,Suv,2.5L,4,Petrol,Black,Black,,,Front End,Side,2024-06-18,18500,22500,4000,21.62,3,Marhaba Auctions,4,36201.890625,37149.546875,36675.71875,0.6056601464267524,0.6215145013576208,0.6134849095493187
665f3605b2ea4ecdeda8ed91,Toyota,Sienna,2014,162425.0,American Specs,Automatic Transmission,Suv,3.5L,6,Petrol,Beige,Blue,,,Side,Minor Dent/Scratches,2024-06-18,18500,27000,8500,45.95,3,Marhaba Auctions,10,29330.1484375,34975.2578125,32152.703125,0.7719742952216444,0.9205544955742265,0.8397427704610761
66607efc1550420109a894ed,Nissan,Quest,2012,167738.0,American Specs,Automatic Transmission,Van,3.5L,6,Petrol,Cream,Beige,,,Front End,Minor Dent/Scratches,2024-06-18,9500,13500,4000,42.11,4,Marhaba Auctions,12,16986.6015625,21300.25390625,19143.427734375,0.6337952617568929,0.7947440192982981,0.7052028606015344
6662000928812a5f15a898e4,Hyundai,Sonata,2021,71251.0,American Specs,Automatic Transmission,Sedan,2.5L,4,Petrol,Beige,Black,,,Rear End,Minor Dent/Scratches,2024-06-18,26500,32000,5500,20.75,3,Marhaba Auctions,3,52163.765625,57485.63671875,54824.701171875,0.5566607908782649,0.6134526450802027,0.5836785119845935
666201f728812a5f15a8bfc6,Chrysler,300,2019,57722.0,American Specs,Automatic Transmission,Sedan,3.6L,6,Petrol,Black,Gray,,,Front End,Rear End,2024-06-18,20500,23500,3000,14.63,3,Marhaba Auctions,5,48650.85546875,48650.85546875,48650.85546875,0.4830336439838103,0.4830336439838103,0.4830336439838103
666203d128812a5f15a8fc0c,Toyota,Rav4,2018,108076.0,American Specs,Automatic Transmission,Suv,2.5L,4,Petrol,Black,Gray,,,Front End,Rear End,2024-06-18,28500,36000,7500,26.32,3,Marhaba Auctions,6,,,,,,
6662ae9047f2f821418b27fa,Nissan,Rogue,2019,114350.0,American Specs,Automatic Transmission,Suv,2.5L,4,Petrol,Black,Gray,,,Minor Dent/Scratches,Minor Scratches,2024-06-18,23500,32000,8500,36.17,3,Marhaba Auctions,5,35490.49609375,36005.94140625,35748.21875,0.8887422117074645,0.9016498364934187,0.8951494960850322
6664605347f2f821419d56b4,Hyundai,Santa Fe,2016,119315.0,American Specs,Automatic Transmission,Suv,2.4L,4,Petrol,Beige,Blue,,,Side,Minor Dent/Scratches,2024-06-18,14500,17500,3000,20.69,3,Marhaba Auctions,8,28776.677734375,30511.017578125,29643.84765625,0.5735633023444848,0.6081313542006096,0.5903417195679173
666572cd25d7620070018596,Hyundai,Sonata,2015,171665.0,American Specs,Automatic Transmission,Sedan,2.4L,4,Petrol,Beige,White,,,Minor Dent/Scratches,Minor Scratches,2024-06-18,11500,13000,1500,13.04,2,Marhaba Auctions,9,21312.220703125,24732.73046875,23022.4755859375,0.5256192807512944,0.609978668158866,0.5646656004248566
6666e4729dcaafca80e3cf95,Nissan,Versa Note,2015,124893.0,American Specs,Automatic Transmission,Sedan,1.6L,4,Petrol,Black,Red,,,Front End,Minor Dent/Scratches,2024-06-18,8500,10000,1500,17.65,2,Marhaba Auctions,9,,,,,,
6666fa729dcaafca80e4c5a5,Toyota,Highlander,2022,15800.0,American Specs,Automatic Transmission,Suv,3.5L,6,Petrol,Beige,Red,,,Front End,Minor Dent/Scratches,2024-06-18,86500,91000,4500,5.2,2,Marhaba Auctions,2,113919.9765625,127244.1796875,120582.078125,0.7151604122364389,0.7988063441188877,0.7546726795143298
666969ccec1b3def7d8cb054,Kia,Optima,2011,193401.0,American Specs,Automatic Transmission,Sedan,2.4L,4,Petrol,Gray,Black,,,Rear,Minor Dent/Scratches,2024-06-18,8500,10500,2000,23.53,2,Marhaba Auctions,13,14885.8271484375,23730.94921875,19308.38818359375,0.44246017734949566,0.7053689321592143,0.5438051017081686
666ab347dd59f25334a3d050,Kia,Soul,2013,125653.0,American Specs,Automatic Transmission,Suv,1.6L,4,Petrol,Gray,Gray,,,Front End,Minor Dent/Scratches,2024-06-18,8000,12000,4000,50.0,1,Marhaba Auctions,11,17003.716796875,18496.283203125,17750.0,0.6487789934992219,0.7057280560098131,0.676056338028169
666c1250661d4aa6a2717d07,Kia,Optima,2013,226422.0,American Specs,Automatic Transmission,Hatchback,2.4L,4,Petrol,Beige,Silver,,,Front End,Minor Dent/Scratches,2024-06-18,9000,11000,2000,22.22,1,Marhaba Auctions,11,15907.7490234375,24603.251953125,20255.50048828125,0.4470953685698783,0.6914868963417311,0.5430623650284037
662fc1ee02103968eb89394d,Kia,Soul,2020,153124.0,American Specs,Automatic Transmission,Suv,2.0L,4,Petrol,Black,Silver,,,Front End,Minor Dent/Scratches,2024-06-19,17500,21000,3500,20.0,9,Marhaba Auctions,4,39009.01171875,42189.17578125,40599.09375,0.4977580057236615,0.5383371450527207,0.5172529251345666
66461e75ef2d18346e4b81d6,Kia,Optima,2015,94674.0,American Specs,Automatic Transmission,Sedan,2.4L,4,Petrol,Beige,White,,,FRONT & REAR,Minor Dent/Scratches,2024-06-19,10500,11000,500,4.76,10,Marhaba Auctions,9,20069.154296875,32231.234375,26150.1943359375,0.3412838575159286,0.5481048098630059,0.4206469695287503
66543811c0f2de2f0861968e,Nissan,Rogue,2019,88321.0,American Specs,Automatic Transmission,Suv,2.5L,4,Petrol,Black,Black,,,Front End,Minor Dent/Scratches,2024-06-19,20500,28000,7500,36.59,6,Marhaba Auctions,5,36932.1796875,37432.53125,37182.35546875,0.7480124657613155,0.7581464250667239,0.7530453530178493
6656f1682991c58ac3ad6f2e,Toyota,Prius,2010,262463.0,American Specs,Automatic Transmission,Hatchback,1.8L,4,Hybrid,Black,Blue,,,FRONT & REAR,Left & Right Side,2024-06-19,10500,12000,1500,14.29,6,Marhaba Auctions,14,12277.23046875,13622.7275390625,12949.97900390625,0.8808808636589546,0.9774191362249286,0.9266424290248118
66584569aecdadfa6f3b671e,Hyundai,Santa Fe,2019,109733.0,American Specs,Automatic Transmission,Suv,2.4L,4,Petrol,Beige,Gray,,,Front End,Minor Dent/Scratches,2024-06-19,26500,31000,4500,16.98,3,Marhaba Auctions,5,51482.515625,53232.703125,52357.609375,0.5823487852421546,0.6021461776616515,0.5920820367860808
665b54a94d6991bcc1804173,Toyota,Sienna,2012,221460.0,American Specs,Automatic Transmission,Sedan,3.5L,6,Petrol,Beige,Gray,,,Minor Dent/Scratches,Minor Scratches,2024-06-19,16500,18500,2000,12.12,2,Marhaba Auctions,12,20802.76171875,25079.388671875,22941.0751953125,0.7376575339233296,0.8893049995052115,0.8064138163750958
665df4210c1abf81527ca6cd,Hyundai,Elantra,2018,142811.0,Canadian Specs,Automatic Transmission,Sedan,2.0L,4,Petrol,Beige,Red,,,Front End,Minor Dent/Scratches,2024-06-19,13500,17000,3500,25.93,4,Marhaba Auctions,6,20843.685546875,26250.728515625,23547.20703125,0.6476010747618388,0.8155947258832416,0.7219539870456372
665f300bb2ea4ecdeda8aee1,Nissan,Versa,2012,130815.0,American Specs,Automatic Transmission,Sedan,1.6L,4,Petrol,Black,Gray,,,Front End,Minor Dent/Scratches,2024-06-19,7500,9000,1500,20.0,4,Marhaba Auctions,12,16295.1494140625,16295.1494140625,16295.1494140625,0.5523115972310827,0.5523115972310827,0.5523115972310827
66604ff5e05e424808ab9835,Kia,Optima,2015,158331.0,American Specs,Automatic Transmission,Sedan,2.4L,4,Petrol,Beige,Silver,,,Front End,Minor Dent/Scratches,2024-06-19,11500,13000,1500,13.04,3,Marhaba Auctions,9,23304.80078125,32742.673828125,28023.7373046875,0.39703538166248903,0.55782497872538,0.46389244441802213
6662ab0747f2f821418b1632,Hyundai,Sonata,2011,114076.0,American Specs,Automatic Transmission,Sedan,2.4L,4,Petrol,Beige,White,,,Minor Dent/Scratches,Minor Scratches,2024-06-19,7500,8000,500,6.67,3,Marhaba Auctions,13,15155.06640625,19161.9296875,17158.498046875,0.417494486748831,0.527876274874043,0.4662412746235096
6662ae3b47f2f821418b26e7,Kia,Sorento,2020,59370.0,American Specs,Automatic Transmission,Suv,2.4L,4,Petrol,Black,Red,,,Front End,Minor Dent/Scratches,2024-06-19,20500,26000,5500,26.83,4,Marhaba Auctions,4,43530.23828125,58363.125,50946.681640625,0.4454867692571294,0.5972859563049787,0.510337457960511
6666dc729dcaafca80e38d40,Nissan,Altima,2014,153738.0,American Specs,Automatic Transmission,Sedan,2.5L,4,Petrol,Beige,Brown,,,Side,Minor Dent/Scratches,2024-06-19,8500,11000,2500,29.41,3,Marhaba Auctions,10,19194.873046875,21776.326171875,20485.599609375,0.5051357108255911,0.5730696927839719,0.5369625595418733
