_id,abs,accidentHistory,airBags,algoliaSync,alloyWheels,appleCarPlayAndroid,attribute1,attribute2,attribute3,attribute4,attribute5,availableStatus,bhp,bluetooth,bodyColorDesc,bodyType,brand,buyNowEnabled,cd,createdAt,creationDate,cruiseControl,currentOrganizationId,currentOrganizationName,deleted,deletedAt,description,differentialLock,dvd,engineSize,engineType,exterior_color_description,fogLamps,fuelType,grade_description,imageResponse,imageUrlName,inspectReportUrl,installmentAmount,interior_color_description,inventoryItemId,itemCode,keylessEntry,kilometers,lastUpdateDate,lcvflag,leatherSeats,make_description,managersChoice,memorySeats,mileage,model,modelDesc,modelYear,modelYearNew,mp3Player,navigation,newOfferPrice,noOfDoors,noOfImages,noOfSeats,offerExpiryDate,openFlag,parkingSensors,powerOptions,rating,rearCamera,rearSpoiler,regExpDate,remoteEngineStart,reservationFlag,reservationId,reservedFlag,roofRails,saleType,sellerName,serialNumber,serviceHistory,serviceReportUrl,specialOffer_Flag,specs,stockType,subModelDesc,sunRoof,thumbnailImage,thumbnailUrlName,transmission,trim,trimColor,trimColorDesc,trimType,updatedAt,usbAux,variant,vehType,vehicleGender,vehicleLocation,vhlPrice,vin_last_5_digits,warExpDate,warrantyType,webBodyColorDesc,webBodyType,webBrand,webDescription,webModelDesc,webTrimColorDesc,xenonLights,hasOffer,offerPercentage,offerPrice,tagline,objectID,_highlightResult,driveType
46560568,Y,nan,nan,Updated,nan,nan,Nissan.KICKS.KX3.2020.1600.CVT.WHITE.BLACK.67050 KMS.EXTENDED WARRANTY.,NXT Pre Owned Cars SZR,1,nan,Y,Reserved,nan,nan,WHITE,SUV,Nissan,nan,nan,2024-01-31T08:00:17.249Z,2024-01-31 00:00:00.0,Y,7423,nan,False,nan,Nissan Kicks,nan,nan,  1.6 L,PETROL,BLACK,nan,PETROL,nan,nan,https://ik.imagekit.io/ct2r6oxbcn/3N1CP5C9XLL499030,nan,864,WHITE,46560568,UN3N1CP5C9XLL499030-2,Y,nan,2024-07-23 01:30:44.0,nan,nan,Nissan,N,nan,67050,KICKS,Kicks,2020,2020,nan,nan,nan,5,17.0,5,nan,N,nan,Y,nan,nan,nan,nan,nan,nan,nan,Y,nan,RETAIL,nan,3N1CP5C9XLL499030,nan,nan,nan,UAE,nan,nan,nan,nan,https://ik.imagekit.io/ct2r6oxbcn/3N1CP5C9XLL499030_0.jpg,CVT,nan,nan,BLACK,FABRIC,2024-07-23T12:00:18.477Z,nan,2WD,nan,SUV,NXT Pre Owned Cars SZR,52899,99030,nan,YES,WHITE,SUV,NISSAN,Nissan Kicks,KICKS,BLACK,nan,nan,nan,,nan,46560568,"{'attribute3': {'value': '1', 'matchLevel': 'none', 'matchedWords': []}, 'availableStatus': {'value': 'Reserved', 'matchLevel': 'none', 'matchedWords': []}, 'bodyColorDesc': {'value': 'WHITE', 'matchLevel': 'none', 'matchedWords': []}, 'bodyType': {'value': 'SUV', 'matchLevel': 'none', 'matchedWords': []}, 'brand': {'value': 'Nissan', 'matchLevel': 'none', 'matchedWords': []}, 'installmentAmount': {'value': '864', 'matchLevel': 'none', 'matchedWords': []}, 'mileage': {'value': '67050', 'matchLevel': 'none', 'matchedWords': []}, 'modelDesc': {'value': 'Kicks', 'matchLevel': 'none', 'matchedWords': []}, 'modelYear': {'value': '2020', 'matchLevel': 'none', 'matchedWords': []}, 'modelYearNew': {'value': '2020', 'matchLevel': 'none', 'matchedWords': []}, 'serialNumber': {'value': '3N1CP5C9XLL499030', 'matchLevel': 'none', 'matchedWords': []}, 'trimColorDesc': {'value': 'BLACK', 'matchLevel': 'none', 'matchedWords': []}, 'trimType': {'value': 'FABRIC', 'matchLevel': 'none', 'matchedWords': []}, 'vhlPrice': {'value': '52899', 'matchLevel': 'none', 'matchedWords': []}, 'vin_last_5_digits': {'value': '99030', 'matchLevel': 'none', 'matchedWords': []}, 'warrantyType': {'value': 'YES', 'matchLevel': 'none', 'matchedWords': []}}",
46656767,Y,nan,nan,Updated,Y,nan,Renault.KOLEOS.KB35P.2023.2500 CC.CVT.GREY.BLACK.4446.NIC WARRANTY.24-JUN-2026.RETAIL,Used Car Dept. - Szr,1,nan,Y,Reserved,nan,Y,GREY,SUV,Renault,nan,Y,2024-07-13T00:00:16.983Z,2024-07-13 00:00:00.0,Y,1033,NSC,False,nan,Renault Koleos,nan,nan,  2.5 L,PETROL,BLACK,Y,PETROL,nan,nan,https://ik.imagekit.io/ct2r6oxbcn/VF1HGRND9PC387427,nan,1550,GREY,46656767,URVF1HGRND9PC387427-1,Y,nan,2024-07-23 01:30:47.0,nan,Y,Renault,N,nan,4446,KOLEOS,Koleos,2023,2023,Y,Y,nan,5,16.0,5,nan,nan,Y,Y,nan,Y,Y,nan,nan,nan,nan,Y,Y,RETAIL,nan,VF1HGRND9PC387427,nan,nan,nan,UAE,nan,nan,Y,nan,https://ik.imagekit.io/ct2r6oxbcn/VF1HGRND9PC387427_0.jpg,CVT,nan,nan,BLACK,FABRIC,2024-07-23T12:00:28.106Z,nan,4WD,nan,SUV,Used Car Dept. - Szr,94900,87427,24-JUN-2026,YES,GREY,SUV,RENAULT,Renault Koleos,KOLEOS,BLACK,nan,nan,nan,,nan,46656767,"{'attribute3': {'value': '1', 'matchLevel': 'none', 'matchedWords': []}, 'availableStatus': {'value': 'Reserved', 'matchLevel': 'none', 'matchedWords': []}, 'bodyColorDesc': {'value': 'GREY', 'matchLevel': 'none', 'matchedWords': []}, 'bodyType': {'value': 'SUV', 'matchLevel': 'none', 'matchedWords': []}, 'brand': {'value': 'Renault', 'matchLevel': 'none', 'matchedWords': []}, 'installmentAmount': {'value': '1550', 'matchLevel': 'none', 'matchedWords': []}, 'mileage': {'value': '4446', 'matchLevel': 'none', 'matchedWords': []}, 'modelDesc': {'value': 'Koleos', 'matchLevel': 'none', 'matchedWords': []}, 'modelYear': {'value': '2023', 'matchLevel': 'none', 'matchedWords': []}, 'modelYearNew': {'value': '2023', 'matchLevel': 'none', 'matchedWords': []}, 'serialNumber': {'value': 'VF1HGRND9PC387427', 'matchLevel': 'none', 'matchedWords': []}, 'trimColorDesc': {'value': 'BLACK', 'matchLevel': 'none', 'matchedWords': []}, 'trimType': {'value': 'FABRIC', 'matchLevel': 'none', 'matchedWords': []}, 'vhlPrice': {'value': '94900', 'matchLevel': 'none', 'matchedWords': []}, 'vin_last_5_digits': {'value': '87427', 'matchLevel': 'none', 'matchedWords': []}, 'warrantyType': {'value': 'YES', 'matchLevel': 'none', 'matchedWords': []}}",
46597893,Y,N,N,Updated,N,N,Toyota.COROLLA.XLI.2023.1600 CC.A/T.WHITE.BLACK.38495.OEM WARRANTY.RETAIL,Used Car Dept. - Shj MBZ,1,nan,Y,Reserved,nan,N,WHITE,Saloon,Toyota,nan,N,2024-04-16T00:00:21.864Z,2024-04-16 00:00:00.0,Y,2505,nan,False,nan,Toyota Corolla,N,N,  1.6 L,PETROL,BLACK,N,PETROL,nan,nan,https://ik.imagekit.io/ct2r6oxbcn/RKLBB0BE4P0049002,nan,1207,WHITE,46597893,UTRKLBB0BE4P0049002-1,Y,nan,2024-07-23 01:30:48.0,nan,N,Toyota,N,N,38495,COROLLA,Corolla,2023,2023,N,N,nan,4,16.0,5,nan,nan,Y,Y,nan,N,N,nan,N,nan,nan,Y,N,RETAIL,nan,RKLBB0BE4P0049002,N,nan,nan,UAE,nan,nan,N,nan,https://ik.imagekit.io/ct2r6oxbcn/RKLBB0BE4P0049002_0.jpg,A/T,nan,nan,BLACK,FABRIC,2024-07-23T12:00:21.310Z,N,2WD,nan,Sedan,Used Car Dept. - Shj MBZ,73899,49002,nan,YES,WHITE,SALOON,TOYOTA,Toyota Corolla,COROLLA,BLACK,N,True,6.7658998646820026,68900.0,SPECIAL OFFER,46597893,"{'attribute3': {'value': '1', 'matchLevel': 'none', 'matchedWords': []}, 'availableStatus': {'value': 'Reserved', 'matchLevel': 'none', 'matchedWords': []}, 'bodyColorDesc': {'value': 'WHITE', 'matchLevel': 'none', 'matchedWords': []}, 'bodyType': {'value': 'Saloon', 'matchLevel': 'none', 'matchedWords': []}, 'brand': {'value': 'Toyota', 'matchLevel': 'none', 'matchedWords': []}, 'installmentAmount': {'value': '1207', 'matchLevel': 'none', 'matchedWords': []}, 'mileage': {'value': '38495', 'matchLevel': 'none', 'matchedWords': []}, 'modelDesc': {'value': 'Corolla', 'matchLevel': 'none', 'matchedWords': []}, 'modelYear': {'value': '2023', 'matchLevel': 'none', 'matchedWords': []}, 'modelYearNew': {'value': '2023', 'matchLevel': 'none', 'matchedWords': []}, 'serialNumber': {'value': 'RKLBB0BE4P0049002', 'matchLevel': 'none', 'matchedWords': []}, 'trimColorDesc': {'value': 'BLACK', 'matchLevel': 'none', 'matchedWords': []}, 'trimType': {'value': 'FABRIC', 'matchLevel': 'none', 'matchedWords': []}, 'vhlPrice': {'value': '73899', 'matchLevel': 'none', 'matchedWords': []}, 'vin_last_5_digits': {'value': '49002', 'matchLevel': 'none', 'matchedWords': []}, 'warrantyType': {'value': 'YES', 'matchLevel': 'none', 'matchedWords': []}}",
46441127,nan,nan,nan,Updated,nan,nan,Renault.MEGANE.MS6.2020.2000 CC.A/T.GRAY.BEIGE.80066.CPO WARRANTY.RETAIL,Used Car Dept. - Awir,1,nan,Y,Available,nan,nan,GRAY,Saloon,Renault,nan,nan,2023-07-14T00:00:24.766Z,2023-07-11 00:00:00.0,nan,687,AWRNEW,False,nan,Renault ,nan,nan,  2.0 L,PETROL,BEIGE,nan,PETROL,nan,NO_IMAGE_AVAILABLE,https://ik.imagekit.io/ct2r6oxbcn/VF1LRRCX4LR554527,nan,848,GRAY,46441127,URVF1LRRCX4LR554527-1,nan,nan,2024-07-24 01:30:25.0,nan,nan,Renault,Y,nan,80066,MEGANE,Megane Sedan,2020,2020,nan,nan,nan,4,16.0,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,RETAIL,nan,VF1LRRCX4LR554527,nan,nan,nan,UAE,nan,nan,nan,nan,https://ik.imagekit.io/ct2r6oxbcn/VF1LRRCX4LR554527_0.jpg,A/T,nan,nan,BEIGE,FABRIC,2024-07-24T04:00:16.726Z,nan,2WD,nan,Sedan,Used Car Dept. - Awir,51899,54527,nan,YES,GRAY,SALOON,RENAULT,Renault Megane Sedan,MEGANE SEDAN,BEIGE,nan,True,19.26782273603083,41900.0,SPECIAL OFFER,46441127,"{'attribute3': {'value': '1', 'matchLevel': 'none', 'matchedWords': []}, 'bodyColorDesc': {'value': 'GRAY', 'matchLevel': 'none', 'matchedWords': []}, 'bodyType': {'value': 'Saloon', 'matchLevel': 'none', 'matchedWords': []}, 'brand': {'value': 'Renault', 'matchLevel': 'none', 'matchedWords': []}, 'mileage': {'value': '80066', 'matchLevel': 'none', 'matchedWords': []}, 'modelDesc': {'value': 'Megane Sedan', 'matchLevel': 'none', 'matchedWords': []}, 'modelYear': {'value': '2020', 'matchLevel': 'none', 'matchedWords': []}, 'serialNumber': {'value': 'VF1LRRCX4LR554527', 'matchLevel': 'none', 'matchedWords': []}, 'trimColorDesc': {'value': 'BEIGE', 'matchLevel': 'none', 'matchedWords': []}, 'trimType': {'value': 'FABRIC', 'matchLevel': 'none', 'matchedWords': []}, 'vhlPrice': {'value': '51899', 'matchLevel': 'none', 'matchedWords': []}, 'vin_last_5_digits': {'value': '54527', 'matchLevel': 'none', 'matchedWords': []}, 'warrantyType': {'value': 'YES', 'matchLevel': 'none', 'matchedWords': []}, 'availableStatus': {'value': 'Available', 'matchLevel': 'none', 'matchedWords': []}, 'installmentAmount': {'value': '848', 'matchLevel': 'none', 'matchedWords': []}, 'modelYearNew': {'value': '2020', 'matchLevel': 'none', 'matchedWords': []}}",
46655729,nan,nan,nan,Updated,nan,nan,Nissan.ALTIMA.AX3.2023.2500 CC.CVT.GREY.GREY.2245.NIC WARRANTY.21-MAY-2026.RETAIL,Used Car Dept. - Shj MBZ,1,nan,Y,Reserved,nan,nan,GREY,Saloon,Nissan,nan,nan,2024-07-04T00:00:18.161Z,2024-07-03 00:00:00.0,nan,2505,nan,False,nan,Nissan ,nan,nan,  2.5 L,PETROL,GREY,nan,PETROL,nan,nan,nan,nan,1877,GREY,46655729,UN1N4BL4AP0PN369771-1,nan,nan,2024-07-24 01:30:18.0,nan,nan,Nissan,N,nan,2245,ALTIMA,Altima,2023,2023,nan,nan,nan,4,nan,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Y,nan,RETAIL,nan,1N4BL4AP0PN369771,nan,nan,nan,UAE,nan,nan,nan,nan,nan,CVT,nan,nan,GREY,FABRIC,2024-07-24T08:00:29.382Z,nan,2WD,nan,Coupe,Used Car Dept. - Shj MBZ,114900,69771,21-MAY-2026,YES,GREY,SALOON,NISSAN,Nissan Altima,ALTIMA,GREY,nan,nan,nan,,nan,46655729,"{'attribute3': {'value': '1', 'matchLevel': 'none', 'matchedWords': []}, 'availableStatus': {'value': 'Reserved', 'matchLevel': 'none', 'matchedWords': []}, 'bodyColorDesc': {'value': 'GREY', 'matchLevel': 'none', 'matchedWords': []}, 'bodyType': {'value': 'Saloon', 'matchLevel': 'none', 'matchedWords': []}, 'brand': {'value': 'Nissan', 'matchLevel': 'none', 'matchedWords': []}, 'installmentAmount': {'value': '1877', 'matchLevel': 'none', 'matchedWords': []}, 'mileage': {'value': '2245', 'matchLevel': 'none', 'matchedWords': []}, 'modelDesc': {'value': 'Altima', 'matchLevel': 'none', 'matchedWords': []}, 'modelYear': {'value': '2023', 'matchLevel': 'none', 'matchedWords': []}, 'modelYearNew': {'value': '2023', 'matchLevel': 'none', 'matchedWords': []}, 'serialNumber': {'value': '1N4BL4AP0PN369771', 'matchLevel': 'none', 'matchedWords': []}, 'trimColorDesc': {'value': 'GREY', 'matchLevel': 'none', 'matchedWords': []}, 'trimType': {'value': 'FABRIC', 'matchLevel': 'none', 'matchedWords': []}, 'vhlPrice': {'value': '114900', 'matchLevel': 'none', 'matchedWords': []}, 'vin_last_5_digits': {'value': '69771', 'matchLevel': 'none', 'matchedWords': []}, 'warrantyType': {'value': 'YES', 'matchLevel': 'none', 'matchedWords': []}}",
46660562,nan,nan,nan,Updated,nan,nan,Nissan.XTERRA.XTR8.2022.2500 CC.A/T.BLACK.BURGUNDY.8812.NIC WARRANTY.10-DEC-2024.RETAIL,Used Car Dept. - Deira,1,nan,Y,Reserved,nan,nan,BLACK,SUV,Nissan,nan,nan,2024-07-17T00:00:15.884Z,2024-07-16 00:00:00.0,nan,5925,nan,False,nan,Nissan Xterra,nan,nan,  2.5 L,PETROL,BURGUNDY,nan,PETROL,nan,nan,https://ik.imagekit.io/ct2r6oxbcn/MNTAD3N82N6000877,nan,1877,BLACK,46660562,UNMNTAD3N82N6000877-1,nan,nan,2024-07-24 01:30:24.0,nan,nan,Nissan,N,nan,8812,XTERRA,X-Terra,2022,2022,nan,nan,nan,5,18.0,7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Y,nan,RETAIL,nan,MNTAD3N82N6000877,nan,nan,nan,UAE,nan,nan,nan,nan,https://ik.imagekit.io/ct2r6oxbcn/MNTAD3N82N6000877_0.jpg,A/T,nan,nan,BURGUNDY,FABRIC,2024-07-24T20:00:31.575Z,nan,4WD,nan,SUV,Used Car Dept. - Deira,114900,877,10-DEC-2024,YES,BLACK,SUV,NISSAN,Nissan Xterra,XTERRA,BURGUNDY,nan,nan,nan,,nan,46660562,"{'attribute3': {'value': '1', 'matchLevel': 'none', 'matchedWords': []}, 'availableStatus': {'value': 'Reserved', 'matchLevel': 'none', 'matchedWords': []}, 'bodyColorDesc': {'value': 'BLACK', 'matchLevel': 'none', 'matchedWords': []}, 'bodyType': {'value': 'SUV', 'matchLevel': 'none', 'matchedWords': []}, 'brand': {'value': 'Nissan', 'matchLevel': 'none', 'matchedWords': []}, 'installmentAmount': {'value': '1877', 'matchLevel': 'none', 'matchedWords': []}, 'mileage': {'value': '8812', 'matchLevel': 'none', 'matchedWords': []}, 'modelDesc': {'value': 'X-Terra', 'matchLevel': 'none', 'matchedWords': []}, 'modelYear': {'value': '2022', 'matchLevel': 'none', 'matchedWords': []}, 'modelYearNew': {'value': '2022', 'matchLevel': 'none', 'matchedWords': []}, 'serialNumber': {'value': 'MNTAD3N82N6000877', 'matchLevel': 'none', 'matchedWords': []}, 'trimColorDesc': {'value': 'BURGUNDY', 'matchLevel': 'none', 'matchedWords': []}, 'trimType': {'value': 'FABRIC', 'matchLevel': 'none', 'matchedWords': []}, 'vhlPrice': {'value': '114900', 'matchLevel': 'none', 'matchedWords': []}, 'vin_last_5_digits': {'value': '00877', 'matchLevel': 'none', 'matchedWords': []}, 'warrantyType': {'value': 'YES', 'matchLevel': 'none', 'matchedWords': []}}",
46659657,nan,nan,nan,Updated,nan,nan,Nissan.PATROL.P6S3.2023.4000 CC.A/T.SILVER.GT-R TAN.12670.NIC WARRANTY.31-MAY-2026.RETAIL,Used Car Dept. - Szr,1,nan,Y,Reserved,nan,nan,SILVER,SUV,Nissan,nan,nan,2024-07-20T00:00:18.659Z,2024-07-20 00:00:00.0,nan,1033,NSC,False,nan,Nissan Patrol Y62,nan,nan,  4.0 L,PETROL,GT-R TAN,nan,PETROL,nan,nan,nan,nan,3559,SILVER,46659657,UNJN8BY2NY4P9412153-1,nan,nan,2024-07-24 01:30:21.0,nan,nan,Nissan,N,nan,12670,PATROL,Patrol,2023,2023,nan,nan,nan,5,nan,8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Y,nan,RETAIL,nan,JN8BY2NY4P9412153,nan,nan,nan,UAE,nan,nan,nan,nan,nan,A/T,nan,nan,GT-R TAN,FABRIC,2024-07-24T20:00:32.866Z,nan,AWD,nan,SUV,Used Car Dept. - Szr,217900,12153,31-MAY-2026,YES,SILVER,SUV,NISSAN,Nissan Patrol,PATROL,GT-R TAN,nan,nan,nan,,nan,46659657,"{'attribute3': {'value': '1', 'matchLevel': 'none', 'matchedWords': []}, 'availableStatus': {'value': 'Reserved', 'matchLevel': 'none', 'matchedWords': []}, 'bodyColorDesc': {'value': 'SILVER', 'matchLevel': 'none', 'matchedWords': []}, 'bodyType': {'value': 'SUV', 'matchLevel': 'none', 'matchedWords': []}, 'brand': {'value': 'Nissan', 'matchLevel': 'none', 'matchedWords': []}, 'installmentAmount': {'value': '3559', 'matchLevel': 'none', 'matchedWords': []}, 'mileage': {'value': '12670', 'matchLevel': 'none', 'matchedWords': []}, 'modelDesc': {'value': 'Patrol', 'matchLevel': 'none', 'matchedWords': []}, 'modelYear': {'value': '2023', 'matchLevel': 'none', 'matchedWords': []}, 'modelYearNew': {'value': '2023', 'matchLevel': 'none', 'matchedWords': []}, 'serialNumber': {'value': 'JN8BY2NY4P9412153', 'matchLevel': 'none', 'matchedWords': []}, 'trimColorDesc': {'value': 'GT-R TAN', 'matchLevel': 'none', 'matchedWords': []}, 'trimType': {'value': 'FABRIC', 'matchLevel': 'none', 'matchedWords': []}, 'vhlPrice': {'value': '217900', 'matchLevel': 'none', 'matchedWords': []}, 'vin_last_5_digits': {'value': '12153', 'matchLevel': 'none', 'matchedWords': []}, 'warrantyType': {'value': 'YES', 'matchLevel': 'none', 'matchedWords': []}}",
46655723,Y,nan,nan,Updated,Y,nan,Nissan.XTERRA.XTR6.2023.2500 CC.A/T.BLACK.GREY.29352.NIC WARRANTY.22-MAY-2026.RETAIL,Used Car Dept. - Deira,1,nan,Y,Reserved,nan,Y,BLACK,SUV,Nissan,nan,nan,2024-07-04T00:00:18.936Z,2024-07-03 00:00:00.0,Y,5925,nan,False,nan,Nissan Xterra,nan,nan,  2.5 L,PETROL,GREY,Y,PETROL,nan,nan,https://ik.imagekit.io/ct2r6oxbcn/MNTAD3N09P6004602,nan,1762,BLACK,46655723,UNMNTAD3N09P6004602-1,Y,nan,2024-07-24 01:30:23.0,nan,nan,Nissan,N,nan,29352,XTERRA,X-Terra,2023,2023,Y,nan,nan,5,18.0,7,nan,nan,Y,Y,nan,Y,Y,nan,nan,nan,nan,Y,Y,RETAIL,nan,MNTAD3N09P6004602,nan,nan,nan,UAE,nan,nan,N,nan,https://ik.imagekit.io/ct2r6oxbcn/MNTAD3N09P6004602_0.jpg,A/T,nan,nan,GREY,FABRIC,2024-07-24T20:00:26.910Z,Y,4WD,nan,SUV,Used Car Dept. - Deira,107900,4602,22-MAY-2026,YES,BLACK,SUV,NISSAN,Nissan Xterra,XTERRA,GREY,nan,nan,nan,,nan,46655723,"{'attribute3': {'value': '1', 'matchLevel': 'none', 'matchedWords': []}, 'availableStatus': {'value': 'Reserved', 'matchLevel': 'none', 'matchedWords': []}, 'bodyColorDesc': {'value': 'BLACK', 'matchLevel': 'none', 'matchedWords': []}, 'bodyType': {'value': 'SUV', 'matchLevel': 'none', 'matchedWords': []}, 'brand': {'value': 'Nissan', 'matchLevel': 'none', 'matchedWords': []}, 'installmentAmount': {'value': '1762', 'matchLevel': 'none', 'matchedWords': []}, 'mileage': {'value': '29352', 'matchLevel': 'none', 'matchedWords': []}, 'modelDesc': {'value': 'X-Terra', 'matchLevel': 'none', 'matchedWords': []}, 'modelYear': {'value': '2023', 'matchLevel': 'none', 'matchedWords': []}, 'modelYearNew': {'value': '2023', 'matchLevel': 'none', 'matchedWords': []}, 'serialNumber': {'value': 'MNTAD3N09P6004602', 'matchLevel': 'none', 'matchedWords': []}, 'trimColorDesc': {'value': 'GREY', 'matchLevel': 'none', 'matchedWords': []}, 'trimType': {'value': 'FABRIC', 'matchLevel': 'none', 'matchedWords': []}, 'vhlPrice': {'value': '107900', 'matchLevel': 'none', 'matchedWords': []}, 'vin_last_5_digits': {'value': '04602', 'matchLevel': 'none', 'matchedWords': []}, 'warrantyType': {'value': 'YES', 'matchLevel': 'none', 'matchedWords': []}}",
46640388,Y,nan,Y,Updated,nan,nan,Nissan.SUNNY.SY2.2022.1500 CC.A/T.WHITE.BEIGE.36237.EXTENDED WARRANTY.RETAIL,Used Car Dept. - Awir,1,nan,Y,Reserved,nan,Y,WHITE,Saloon,Nissan,nan,Y,2024-06-26T00:00:16.453Z,2024-06-26 00:00:00.0,nan,687,AWRNEW,False,nan,Nissan Sunny (N17),nan,nan,  1.5 L,PETROL,BEIGE,nan,PETROL,nan,nan,https://ik.imagekit.io/ct2r6oxbcn/MDHBN7AD2NG148377,nan,717,WHITE,46640388,UNMDHBN7AD2NG148377-1,Y,nan,2024-07-24 01:30:22.0,nan,nan,Nissan,N,nan,36237,SUNNY,Sunny,2022,2022,Y,nan,nan,5,16.0,5,nan,nan,nan,Y,nan,nan,nan,nan,nan,nan,nan,Y,nan,RETAIL,nan,MDHBN7AD2NG148377,nan,nan,nan,UAE,nan,nan,nan,nan,https://ik.imagekit.io/ct2r6oxbcn/MDHBN7AD2NG148377_0.jpg,A/T,nan,nan,BEIGE,FABRIC,2024-07-24T20:00:25.716Z,nan,2WD,nan,Sedan,Used Car Dept. - Awir,43900,48377,nan,YES,WHITE,SALOON,NISSAN,Nissan Sunny,SUNNY,BEIGE,nan,nan,nan,,nan,46640388,"{'attribute3': {'value': '1', 'matchLevel': 'none', 'matchedWords': []}, 'availableStatus': {'value': 'Reserved', 'matchLevel': 'none', 'matchedWords': []}, 'bodyColorDesc': {'value': 'WHITE', 'matchLevel': 'none', 'matchedWords': []}, 'bodyType': {'value': 'Saloon', 'matchLevel': 'none', 'matchedWords': []}, 'brand': {'value': 'Nissan', 'matchLevel': 'none', 'matchedWords': []}, 'installmentAmount': {'value': '717', 'matchLevel': 'none', 'matchedWords': []}, 'mileage': {'value': '36237', 'matchLevel': 'none', 'matchedWords': []}, 'modelDesc': {'value': 'Sunny', 'matchLevel': 'none', 'matchedWords': []}, 'modelYear': {'value': '2022', 'matchLevel': 'none', 'matchedWords': []}, 'modelYearNew': {'value': '2022', 'matchLevel': 'none', 'matchedWords': []}, 'serialNumber': {'value': 'MDHBN7AD2NG148377', 'matchLevel': 'none', 'matchedWords': []}, 'trimColorDesc': {'value': 'BEIGE', 'matchLevel': 'none', 'matchedWords': []}, 'trimType': {'value': 'FABRIC', 'matchLevel': 'none', 'matchedWords': []}, 'vhlPrice': {'value': '43900', 'matchLevel': 'none', 'matchedWords': []}, 'vin_last_5_digits': {'value': '48377', 'matchLevel': 'none', 'matchedWords': []}, 'warrantyType': {'value': 'YES', 'matchLevel': 'none', 'matchedWords': []}}",
46625606,Y,N,N,Updated,Y,N,Nissan.XTRAIL.XT2W.2021.2500 CC.CVT.BLUE.BEIGE.33539.EXTENDED WARRANTY.RETAIL,Used Car Dept. - Szr,1,nan,Y,Reserved,nan,N,BLUE,SUV,Nissan,nan,N,2024-05-15T00:00:22.615Z,2024-05-15 00:00:00.0,N,1033,NSC,False,nan,Nissan Xtrail,N,N,  2.5 L,PETROL,BEIGE,N,PETROL,nan,nan,https://ik.imagekit.io/ct2r6oxbcn/JN1BT2MU8MW021421,nan,1256,BLUE,46625606,UNJN1BT2MU8MW021421-1,Y,nan,2024-07-24 01:30:20.0,nan,N,Nissan,N,N,33539,XTRAIL,X-Trail,2021,2021,N,N,nan,5,17.0,5,nan,N,Y,Y,nan,N,N,nan,N,nan,nan,Y,N,RETAIL,nan,JN1BT2MU8MW021421,N,nan,nan,GCC,nan,nan,N,nan,https://ik.imagekit.io/ct2r6oxbcn/JN1BT2MU8MW021421_0.jpg,CVT,nan,nan,BEIGE,FABRIC,2024-07-24T20:00:24.338Z,N,4WD,nan,SUV,Used Car Dept. - Szr,76900,21421,nan,YES,BLUE,SUV,NISSAN,Nissan X-Trail,X-TRAIL,BEIGE,N,nan,nan,,nan,46625606,"{'attribute3': {'value': '1', 'matchLevel': 'none', 'matchedWords': []}, 'availableStatus': {'value': 'Reserved', 'matchLevel': 'none', 'matchedWords': []}, 'bodyColorDesc': {'value': 'BLUE', 'matchLevel': 'none', 'matchedWords': []}, 'bodyType': {'value': 'SUV', 'matchLevel': 'none', 'matchedWords': []}, 'brand': {'value': 'Nissan', 'matchLevel': 'none', 'matchedWords': []}, 'installmentAmount': {'value': '1256', 'matchLevel': 'none', 'matchedWords': []}, 'mileage': {'value': '33539', 'matchLevel': 'none', 'matchedWords': []}, 'modelDesc': {'value': 'X-Trail', 'matchLevel': 'none', 'matchedWords': []}, 'modelYear': {'value': '2021', 'matchLevel': 'none', 'matchedWords': []}, 'modelYearNew': {'value': '2021', 'matchLevel': 'none', 'matchedWords': []}, 'serialNumber': {'value': 'JN1BT2MU8MW021421', 'matchLevel': 'none', 'matchedWords': []}, 'trimColorDesc': {'value': 'BEIGE', 'matchLevel': 'none', 'matchedWords': []}, 'trimType': {'value': 'FABRIC', 'matchLevel': 'none', 'matchedWords': []}, 'vhlPrice': {'value': '76900', 'matchLevel': 'none', 'matchedWords': []}, 'vin_last_5_digits': {'value': '21421', 'matchLevel': 'none', 'matchedWords': []}, 'warrantyType': {'value': 'YES', 'matchLevel': 'none', 'matchedWords': []}}",
